2026-09-23 14:10:04,441 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 14:16:34,326 | INFO | MainThread | [26/100] -RfYyzHpjk4$_$2 resumed: objective=1.122919, uncertainty=0.3655 (0.00s)
2026-09-23 14:16:34,327 | INFO | MainThread | [27/100] -RfYyzHpjk4$_$8 resumed: objective=1.520286, uncertainty=0.3380 (0.00s)
2026-09-23 14:16:34,327 | INFO | MainThread | [28/100] -THoVjtIkeU$_$12 resumed: objective=1.749962, uncertainty=0.2758 (0.00s)
2026-09-23 14:16:34,328 | INFO | MainThread | [29/100] -THoVjtIkeU$_$2 resumed: objective=1.549097, uncertainty=0.3536 (0.00s)
2026-09-23 14:16:34,328 | INFO | MainThread | [30/100] -THoVjtIkeU$_$6 resumed: objective=1.938184, uncertainty=0.3371 (0.00s)
2026-09-23 14:16:34,329 | INFO | MainThread | [31/100] -UUCSKoHeMA$_$0 resumed: objective=1.647766, uncertainty=0.2995 (0.00s)
2026-09-23 14:16:34,329 | INFO | MainThread | [32/100] -UacrmKiTn4$_$10 resumed: objective=1.855463, uncertainty=0.3087 (0.00s)
2026-09-23 14:16:34,330 | INFO | MainThread | [33/100] -UacrmKiTn4$_$4 resumed: objective=1.692649, uncertainty=0.3378 (0.00s)
2026-09-23 14:16:34,330 | INFO | MainThread | [34/100] -UuX1xuaiiE$_$0 resumed: objective=1.530583, uncertainty=0.3529 (0.00s)
2026-09-23 14:16:34,331 | INFO | MainThread | [35/100] -UuX1xuaiiE$_$1 resumed: objective=1.459695, uncertainty=0.3027 (0.00s)
2026-09-23 14:16:34,331 | INFO | MainThread | [36/100] -UuX1xuaiiE$_$3 resumed: objective=1.324657, uncertainty=0.3319 (0.00s)
2026-09-23 14:16:34,332 | INFO | MainThread | [37/100] -UuX1xuaiiE$_$6 resumed: objective=1.159342, uncertainty=0.3057 (0.00s)
2026-09-23 14:16:34,332 | INFO | MainThread | [38/100] -a55Q6RWvTA$_$3 resumed: objective=1.806786, uncertainty=0.2706 (0.00s)
2026-09-23 14:16:34,333 | INFO | MainThread | [39/100] -aNfi7CP8vM$_$7 resumed: objective=1.623862, uncertainty=0.2921 (0.00s)
2026-09-23 14:16:34,333 | INFO | MainThread | [40/100] -aqamKhZ1Ec$_$0 resumed: objective=1.222146, uncertainty=0.2315 (0.00s)
2026-09-23 14:16:34,334 | INFO | MainThread | [41/100] -dxfTGcXJoc$_$0 resumed: objective=1.479792, uncertainty=0.2397 (0.00s)
2026-09-23 14:16:34,334 | INFO | MainThread | [42/100] -dxfTGcXJoc$_$1 resumed: objective=1.560425, uncertainty=0.2623 (0.00s)
2026-09-23 14:16:34,335 | INFO | MainThread | [43/100] -dxfTGcXJoc$_$2 resumed: objective=1.629032, uncertainty=0.2611 (0.00s)
2026-09-23 14:16:34,335 | INFO | MainThread | [44/100] -dxfTGcXJoc$_$6 resumed: objective=1.864139, uncertainty=0.2812 (0.00s)
2026-09-23 14:16:34,336 | INFO | MainThread | [45/100] -egA8-b7-3M$_$1 resumed: objective=1.376317, uncertainty=0.2714 (0.00s)
2026-09-23 14:16:34,336 | INFO | MainThread | [46/100] -egA8-b7-3M$_$13 resumed: objective=1.566805, uncertainty=0.3538 (0.00s)
2026-09-23 14:16:34,337 | INFO | MainThread | [47/100] -egA8-b7-3M$_$16 resumed: objective=1.489792, uncertainty=0.2957 (0.00s)
2026-09-23 14:16:34,337 | INFO | MainThread | [48/100] -egA8-b7-3M$_$17 resumed: objective=1.366317, uncertainty=0.3031 (0.00s)
2026-09-23 14:16:34,338 | INFO | MainThread | [49/100] -egA8-b7-3M$_$18 resumed: objective=1.343742, uncertainty=0.2983 (0.00s)
2026-09-23 14:16:34,338 | INFO | MainThread | [50/100] -egA8-b7-3M$_$20 resumed: objective=1.489256, uncertainty=0.3224 (0.00s)
2026-09-23 14:16:34,339 | INFO | MainThread | [51/100] -egA8-b7-3M$_$6 resumed: objective=1.348667, uncertainty=0.2980 (0.00s)
2026-09-23 14:16:34,339 | INFO | MainThread | [52/100] -egA8-b7-3M$_$26 resumed: objective=1.843971, uncertainty=0.3269 (0.00s)
2026-09-23 14:16:34,340 | INFO | MainThread | [53/100] -egA8-b7-3M$_$9 resumed: objective=1.588355, uncertainty=0.3017 (0.00s)
2026-09-23 14:16:34,340 | INFO | MainThread | [54/100] -hnBHBN8p5A$_$6 resumed: objective=1.386268, uncertainty=0.3110 (0.00s)
2026-09-23 14:16:34,341 | INFO | MainThread | [55/100] -hnBHBN8p5A$_$7 resumed: objective=1.495558, uncertainty=0.3164 (0.00s)
2026-09-23 14:16:34,341 | INFO | MainThread | [56/100] -iRBcNs9oI8$_$3 resumed: objective=1.833690, uncertainty=0.3031 (0.00s)
2026-09-23 14:16:34,342 | INFO | MainThread | [57/100] -iRBcNs9oI8$_$6 resumed: objective=1.644437, uncertainty=0.3623 (0.00s)
2026-09-23 14:16:34,342 | INFO | MainThread | [58/100] -iRBcNs9oI8$_$7 resumed: objective=1.750154, uncertainty=0.3730 (0.00s)
2026-09-23 14:16:34,343 | INFO | MainThread | [59/100] -iRBcNs9oI8$_$9 resumed: objective=1.563879, uncertainty=0.3225 (0.00s)
2026-09-23 14:16:34,343 | INFO | MainThread | [60/100] -iRBcNs9oI8$_$8 resumed: objective=1.513153, uncertainty=0.3171 (0.00s)
2026-09-23 14:16:34,344 | INFO | MainThread | [61/100] -lzEya4AM_4$_$5 resumed: objective=1.306204, uncertainty=0.3008 (0.00s)
2026-09-23 14:16:34,344 | INFO | MainThread | [62/100] -lzEya4AM_4$_$6 resumed: objective=1.380847, uncertainty=0.2715 (0.00s)
2026-09-23 14:16:34,345 | INFO | MainThread | [63/100] -mJ2ud6oKI8$_$1 resumed: objective=1.197877, uncertainty=0.2636 (0.00s)
2026-09-23 14:16:34,345 | INFO | MainThread | [64/100] -mJ2ud6oKI8$_$2 resumed: objective=0.938523, uncertainty=0.2542 (0.00s)
2026-09-23 14:16:34,346 | INFO | MainThread | [65/100] -mJ2ud6oKI8$_$6 resumed: objective=1.235258, uncertainty=0.3735 (0.00s)
2026-09-23 14:16:34,346 | INFO | MainThread | [66/100] -mJ2ud6oKI8$_$8 resumed: objective=1.771167, uncertainty=0.3559 (0.00s)
2026-09-23 14:16:34,347 | INFO | MainThread | [67/100] -mJ2ud6oKI8$_$9 resumed: objective=1.320906, uncertainty=0.3363 (0.00s)
2026-09-23 14:16:34,347 | INFO | MainThread | [68/100] -mqbVkbCndg$_$0 resumed: objective=1.548305, uncertainty=0.3137 (0.00s)
2026-09-23 14:16:34,348 | INFO | MainThread | [69/100] -qDkUB0GgYY$_$6 resumed: objective=1.527828, uncertainty=0.3792 (0.00s)
2026-09-23 14:16:34,348 | INFO | MainThread | [70/100] -ri04Z7vwnc$_$0 resumed: objective=1.274492, uncertainty=0.4017 (0.00s)
2026-09-23 14:16:34,349 | INFO | MainThread | [71/100] -ri04Z7vwnc$_$2 resumed: objective=2.110723, uncertainty=0.3719 (0.00s)
2026-09-23 14:16:34,349 | INFO | MainThread | [72/100] -ri04Z7vwnc$_$5 resumed: objective=0.985590, uncertainty=0.3281 (0.00s)
2026-09-23 14:16:34,350 | INFO | MainThread | [73/100] -s9qJ7ATP7w$_$0 resumed: objective=1.260284, uncertainty=0.3645 (0.00s)
2026-09-23 14:16:34,350 | INFO | MainThread | [74/100] -s9qJ7ATP7w$_$1 resumed: objective=1.190187, uncertainty=0.3230 (0.00s)
2026-09-23 14:16:34,351 | INFO | MainThread | [75/100] -s9qJ7ATP7w$_$4 resumed: objective=1.529808, uncertainty=0.3399 (0.00s)
2026-09-23 14:16:34,351 | INFO | MainThread | [76/100] -s9qJ7ATP7w$_$5 resumed: objective=1.190845, uncertainty=0.2793 (0.00s)
2026-09-23 14:16:34,352 | INFO | MainThread | [77/100] -s9qJ7ATP7w$_$6 resumed: objective=1.029192, uncertainty=0.3704 (0.00s)
2026-09-23 14:16:34,352 | INFO | MainThread | [78/100] -s9qJ7ATP7w$_$7 resumed: objective=1.344897, uncertainty=0.3756 (0.00s)
2026-09-23 14:16:34,353 | INFO | MainThread | [79/100] -s9qJ7ATP7w$_$8 resumed: objective=1.339681, uncertainty=0.4262 (0.00s)
2026-09-23 14:16:34,353 | INFO | MainThread | [80/100] -t217m2on-s$_$2 resumed: objective=1.463945, uncertainty=0.2813 (0.00s)
2026-09-23 14:16:34,354 | INFO | MainThread | [81/100] -t217m2on-s$_$7 resumed: objective=1.541977, uncertainty=0.2514 (0.00s)
2026-09-23 14:16:34,354 | INFO | MainThread | [82/100] -tANM6ETl_M$_$3 resumed: objective=2.120203, uncertainty=0.3471 (0.00s)
2026-09-23 14:16:34,355 | INFO | MainThread | [83/100] -tPCytz4rww$_$10 resumed: objective=1.272726, uncertainty=0.3388 (0.00s)
2026-09-23 14:16:34,355 | INFO | MainThread | [84/100] -tPCytz4rww$_$11 resumed: objective=1.405651, uncertainty=0.3533 (0.00s)
2026-09-23 14:16:34,356 | INFO | MainThread | [85/100] -tPCytz4rww$_$12 resumed: objective=1.363084, uncertainty=0.2767 (0.00s)
2026-09-23 14:16:34,356 | INFO | MainThread | [86/100] -tPCytz4rww$_$16 resumed: objective=1.341685, uncertainty=0.3024 (0.00s)
2026-09-23 14:16:34,357 | INFO | MainThread | [87/100] -tPCytz4rww$_$18 resumed: objective=1.628533, uncertainty=0.3142 (0.00s)
2026-09-23 14:16:34,357 | INFO | MainThread | [88/100] -uywlfIYOS8$_$4 resumed: objective=1.425475, uncertainty=0.3283 (0.00s)
2026-09-23 14:16:34,357 | INFO | MainThread | [89/100] -vxjVxOeScU$_$4 resumed: objective=1.814219, uncertainty=0.3163 (0.00s)
2026-09-23 14:16:34,358 | INFO | MainThread | [90/100] -wMB_hJL-3o$_$7 resumed: objective=1.511372, uncertainty=0.3255 (0.00s)
2026-09-23 14:16:34,358 | INFO | MainThread | [91/100] -wny0OAz3g8$_$0 resumed: objective=1.589420, uncertainty=0.3922 (0.00s)
2026-09-23 14:16:34,359 | INFO | MainThread | [92/100] -wny0OAz3g8$_$1 resumed: objective=1.959845, uncertainty=0.3572 (0.00s)
2026-09-23 14:16:34,359 | INFO | MainThread | [93/100] -wny0OAz3g8$_$2 resumed: objective=1.165498, uncertainty=0.3577 (0.00s)
2026-09-23 14:16:34,360 | INFO | MainThread | [94/100] -wny0OAz3g8$_$3 resumed: objective=1.791442, uncertainty=0.3559 (0.00s)
2026-09-23 14:16:34,360 | INFO | MainThread | [95/100] -wny0OAz3g8$_$5 resumed: objective=1.472339, uncertainty=0.3494 (0.00s)
2026-09-23 14:16:34,361 | INFO | MainThread | [96/100] -wny0OAz3g8$_$7 resumed: objective=1.761961, uncertainty=0.3405 (0.00s)
2026-09-23 14:16:34,361 | INFO | MainThread | [97/100] -wny0OAz3g8$_$9 resumed: objective=1.756141, uncertainty=0.3680 (0.00s)
2026-09-23 14:16:34,362 | INFO | MainThread | [98/100] -yRb-Jum7EQ$_$1 resumed: objective=1.350859, uncertainty=0.2393 (0.00s)
2026-09-23 14:16:34,362 | INFO | MainThread | [99/100] -yRb-Jum7EQ$_$5 resumed: objective=1.160087, uncertainty=0.2350 (0.00s)
2026-09-23 14:16:34,363 | INFO | MainThread | [100/100] -yRb-Jum7EQ$_$6 resumed: objective=1.478261, uncertainty=0.2363 (0.00s)
2026-09-23 14:16:34,498 | INFO | MainThread | 步骤4/4 结果输出与可视化
2026-09-23 14:18:42,209 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 14:18:42,715 | INFO | MainThread | 步骤2/4 参数初始化: config_fingerprint=c520a7fa1244
2026-09-23 14:18:42,715 | INFO | MainThread | 步骤3/4 模型调用
2026-09-23 14:18:42,718 | INFO | MainThread | 模型求解开始: 样本=100, alignment_workers=2, overwrite=False
2026-09-23 14:18:42,725 | INFO | MainThread | [1/100] -3g5yACwYnA$_$13 resumed: objective=1.192497, uncertainty=0.3138 (0.00s)
2026-09-23 14:18:42,725 | INFO | MainThread | [2/100] -3g5yACwYnA$_$2 resumed: objective=1.390674, uncertainty=0.2460 (0.00s)
2026-09-23 14:18:42,728 | INFO | MainThread | [3/100] -3g5yACwYnA$_$3 resumed: objective=1.178149, uncertainty=0.2485 (0.00s)
2026-09-23 14:18:42,729 | INFO | MainThread | [4/100] -3g5yACwYnA$_$9 resumed: objective=1.337758, uncertainty=0.3032 (0.00s)
2026-09-23 14:18:42,731 | INFO | MainThread | [5/100] -571d8cVauQ$_$0 resumed: objective=1.435894, uncertainty=0.2998 (0.00s)
2026-09-23 14:18:42,732 | INFO | MainThread | [6/100] -3nNcZdcdvU$_$5 resumed: objective=1.552454, uncertainty=0.2877 (0.00s)
2026-09-23 14:18:42,733 | INFO | MainThread | [7/100] -6rXp3zJ3kc$_$8 resumed: objective=1.398785, uncertainty=0.2766 (0.00s)
2026-09-23 14:18:42,734 | INFO | MainThread | [8/100] -571d8cVauQ$_$5 resumed: objective=1.164346, uncertainty=0.2603 (0.00s)
2026-09-23 14:18:42,735 | INFO | MainThread | [9/100] -9y-fZ3swSY$_$0 resumed: objective=1.744172, uncertainty=0.3522 (0.00s)
2026-09-23 14:18:42,736 | INFO | MainThread | [10/100] -9y-fZ3swSY$_$4 resumed: objective=1.260257, uncertainty=0.3862 (0.00s)
2026-09-23 14:18:42,737 | INFO | MainThread | [11/100] -9y-fZ3swSY$_$8 resumed: objective=1.345196, uncertainty=0.3335 (0.00s)
2026-09-23 14:18:42,738 | INFO | MainThread | [12/100] -AUZQgSxyPQ$_$2 resumed: objective=1.746282, uncertainty=0.2435 (0.00s)
2026-09-23 14:18:42,739 | INFO | MainThread | [13/100] -HeZS2-Prhc$_$2 resumed: objective=1.338898, uncertainty=0.2786 (0.00s)
2026-09-23 14:18:42,740 | INFO | MainThread | [14/100] -HwX2H8Z4hY$_$2 resumed: objective=1.081235, uncertainty=0.3558 (0.00s)
2026-09-23 14:18:42,742 | INFO | MainThread | [15/100] -HwX2H8Z4hY$_$5 resumed: objective=1.792430, uncertainty=0.3149 (0.00s)
2026-09-23 14:18:42,742 | INFO | MainThread | [16/100] -HwX2H8Z4hY$_$6 resumed: objective=1.277519, uncertainty=0.3203 (0.00s)
2026-09-23 14:18:42,743 | INFO | MainThread | [17/100] -HwX2H8Z4hY$_$9 resumed: objective=1.547630, uncertainty=0.3141 (0.00s)
2026-09-23 14:18:42,744 | INFO | MainThread | [18/100] -I_e4mIh0yE$_$3 resumed: objective=1.378882, uncertainty=0.2950 (0.00s)
2026-09-23 14:18:42,745 | INFO | MainThread | [19/100] -I_e4mIh0yE$_$1 resumed: objective=1.360803, uncertainty=0.2983 (0.00s)
2026-09-23 14:18:42,746 | INFO | MainThread | [20/100] -MeTTeMJBNc$_$0 resumed: objective=1.639739, uncertainty=0.2949 (0.00s)
2026-09-23 14:18:42,747 | INFO | MainThread | [21/100] -MeTTeMJBNc$_$13 resumed: objective=1.593038, uncertainty=0.3516 (0.00s)
2026-09-23 14:18:42,748 | INFO | MainThread | [22/100] -MeTTeMJBNc$_$7 resumed: objective=2.000836, uncertainty=0.3037 (0.00s)
2026-09-23 14:18:42,749 | INFO | MainThread | [23/100] -NFrJFQijFE$_$1 resumed: objective=1.239236, uncertainty=0.3286 (0.00s)
2026-09-23 14:18:42,751 | INFO | MainThread | [24/100] -RfYyzHpjk4$_$11 resumed: objective=1.370166, uncertainty=0.3156 (0.00s)
2026-09-23 14:18:42,751 | INFO | MainThread | [25/100] -NFrJFQijFE$_$2 resumed: objective=1.648035, uncertainty=0.3348 (0.00s)
2026-09-23 14:18:42,753 | INFO | MainThread | [26/100] -RfYyzHpjk4$_$2 resumed: objective=1.122919, uncertainty=0.3655 (0.00s)
2026-09-23 14:18:42,754 | INFO | MainThread | [27/100] -RfYyzHpjk4$_$8 resumed: objective=1.520286, uncertainty=0.3380 (0.00s)
2026-09-23 14:18:42,755 | INFO | MainThread | [28/100] -THoVjtIkeU$_$12 resumed: objective=1.749962, uncertainty=0.2758 (0.00s)
2026-09-23 14:18:42,755 | INFO | MainThread | [29/100] -THoVjtIkeU$_$2 resumed: objective=1.549097, uncertainty=0.3536 (0.00s)
2026-09-23 14:18:42,757 | INFO | MainThread | [30/100] -UUCSKoHeMA$_$0 resumed: objective=1.647766, uncertainty=0.2995 (0.00s)
2026-09-23 14:18:42,757 | INFO | MainThread | [31/100] -THoVjtIkeU$_$6 resumed: objective=1.938184, uncertainty=0.3371 (0.00s)
2026-09-23 14:18:42,759 | INFO | MainThread | [32/100] -UacrmKiTn4$_$4 resumed: objective=1.692649, uncertainty=0.3378 (0.00s)
2026-09-23 14:18:42,760 | INFO | MainThread | [33/100] -UacrmKiTn4$_$10 resumed: objective=1.855463, uncertainty=0.3087 (0.00s)
2026-09-23 14:18:42,761 | INFO | MainThread | [34/100] -UuX1xuaiiE$_$1 resumed: objective=1.459695, uncertainty=0.3027 (0.00s)
2026-09-23 14:18:42,762 | INFO | MainThread | [35/100] -UuX1xuaiiE$_$0 resumed: objective=1.530583, uncertainty=0.3529 (0.00s)
2026-09-23 14:18:42,763 | INFO | MainThread | [36/100] -UuX1xuaiiE$_$3 resumed: objective=1.324657, uncertainty=0.3319 (0.00s)
2026-09-23 14:18:42,763 | INFO | MainThread | [37/100] -UuX1xuaiiE$_$6 resumed: objective=1.159342, uncertainty=0.3057 (0.00s)
2026-09-23 14:18:42,764 | INFO | MainThread | [38/100] -a55Q6RWvTA$_$3 resumed: objective=1.806786, uncertainty=0.2706 (0.00s)
2026-09-23 14:18:42,765 | INFO | MainThread | [39/100] -aNfi7CP8vM$_$7 resumed: objective=1.623862, uncertainty=0.2921 (0.00s)
2026-09-23 14:18:42,766 | INFO | MainThread | [40/100] -aqamKhZ1Ec$_$0 resumed: objective=1.222146, uncertainty=0.2315 (0.00s)
2026-09-23 14:18:42,767 | INFO | MainThread | [41/100] -dxfTGcXJoc$_$0 resumed: objective=1.479792, uncertainty=0.2397 (0.00s)
2026-09-23 14:18:42,768 | INFO | MainThread | [42/100] -dxfTGcXJoc$_$1 resumed: objective=1.560425, uncertainty=0.2623 (0.00s)
2026-09-23 14:18:42,769 | INFO | MainThread | [43/100] -dxfTGcXJoc$_$2 resumed: objective=1.629032, uncertainty=0.2611 (0.00s)
2026-09-23 14:18:42,769 | INFO | MainThread | [44/100] -dxfTGcXJoc$_$6 resumed: objective=1.864139, uncertainty=0.2812 (0.00s)
2026-09-23 14:18:42,770 | INFO | MainThread | [45/100] -egA8-b7-3M$_$1 resumed: objective=1.376317, uncertainty=0.2714 (0.00s)
2026-09-23 14:18:42,771 | INFO | MainThread | [46/100] -egA8-b7-3M$_$13 resumed: objective=1.566805, uncertainty=0.3538 (0.00s)
2026-09-23 14:18:42,772 | INFO | MainThread | [47/100] -egA8-b7-3M$_$17 resumed: objective=1.366317, uncertainty=0.3031 (0.00s)
2026-09-23 14:18:42,772 | INFO | MainThread | [48/100] -egA8-b7-3M$_$16 resumed: objective=1.489792, uncertainty=0.2957 (0.00s)
2026-09-23 14:18:42,774 | INFO | MainThread | [49/100] -egA8-b7-3M$_$18 resumed: objective=1.343742, uncertainty=0.2983 (0.00s)
2026-09-23 14:18:42,775 | INFO | MainThread | [50/100] -egA8-b7-3M$_$20 resumed: objective=1.489256, uncertainty=0.3224 (0.00s)
2026-09-23 14:18:42,776 | INFO | MainThread | [51/100] -egA8-b7-3M$_$26 resumed: objective=1.843971, uncertainty=0.3269 (0.00s)
2026-09-23 14:18:42,777 | INFO | MainThread | [52/100] -egA8-b7-3M$_$6 resumed: objective=1.348667, uncertainty=0.2980 (0.00s)
2026-09-23 14:18:42,778 | INFO | MainThread | [53/100] -egA8-b7-3M$_$9 resumed: objective=1.588355, uncertainty=0.3017 (0.00s)
2026-09-23 14:18:42,779 | INFO | MainThread | [54/100] -hnBHBN8p5A$_$6 resumed: objective=1.386268, uncertainty=0.3110 (0.00s)
2026-09-23 14:18:42,780 | INFO | MainThread | [55/100] -hnBHBN8p5A$_$7 resumed: objective=1.495558, uncertainty=0.3164 (0.00s)
2026-09-23 14:18:42,780 | INFO | MainThread | [56/100] -iRBcNs9oI8$_$3 resumed: objective=1.833690, uncertainty=0.3031 (0.00s)
2026-09-23 14:18:42,782 | INFO | MainThread | [57/100] -iRBcNs9oI8$_$6 resumed: objective=1.644437, uncertainty=0.3623 (0.00s)
2026-09-23 14:18:42,783 | INFO | MainThread | [58/100] -iRBcNs9oI8$_$7 resumed: objective=1.750154, uncertainty=0.3730 (0.00s)
2026-09-23 14:18:42,784 | INFO | MainThread | [59/100] -iRBcNs9oI8$_$8 resumed: objective=1.513153, uncertainty=0.3171 (0.00s)
2026-09-23 14:18:42,785 | INFO | MainThread | [60/100] -lzEya4AM_4$_$5 resumed: objective=1.306204, uncertainty=0.3008 (0.00s)
2026-09-23 14:18:42,785 | INFO | MainThread | [61/100] -iRBcNs9oI8$_$9 resumed: objective=1.563879, uncertainty=0.3225 (0.00s)
2026-09-23 14:18:42,786 | INFO | MainThread | [62/100] -lzEya4AM_4$_$6 resumed: objective=1.380847, uncertainty=0.2715 (0.00s)
2026-09-23 14:18:42,787 | INFO | MainThread | [63/100] -mJ2ud6oKI8$_$1 resumed: objective=1.197877, uncertainty=0.2636 (0.00s)
2026-09-23 14:18:42,788 | INFO | MainThread | [64/100] -mJ2ud6oKI8$_$2 resumed: objective=0.938523, uncertainty=0.2542 (0.00s)
2026-09-23 14:18:42,788 | INFO | MainThread | [65/100] -mJ2ud6oKI8$_$6 resumed: objective=1.235258, uncertainty=0.3735 (0.00s)
2026-09-23 14:18:42,790 | INFO | MainThread | [66/100] -mJ2ud6oKI8$_$8 resumed: objective=1.771167, uncertainty=0.3559 (0.00s)
2026-09-23 14:18:42,790 | INFO | MainThread | [67/100] -mJ2ud6oKI8$_$9 resumed: objective=1.320906, uncertainty=0.3363 (0.00s)
2026-09-23 14:18:42,791 | INFO | MainThread | [68/100] -mqbVkbCndg$_$0 resumed: objective=1.548305, uncertainty=0.3137 (0.00s)
2026-09-23 14:18:42,791 | INFO | MainThread | [69/100] -qDkUB0GgYY$_$6 resumed: objective=1.527828, uncertainty=0.3792 (0.00s)
2026-09-23 14:18:42,793 | INFO | MainThread | [70/100] -ri04Z7vwnc$_$2 resumed: objective=2.110723, uncertainty=0.3719 (0.00s)
2026-09-23 14:18:42,793 | INFO | MainThread | [71/100] -ri04Z7vwnc$_$0 resumed: objective=1.274492, uncertainty=0.4017 (0.00s)
2026-09-23 14:18:42,794 | INFO | MainThread | [72/100] -ri04Z7vwnc$_$5 resumed: objective=0.985590, uncertainty=0.3281 (0.00s)
2026-09-23 14:18:42,794 | INFO | MainThread | [73/100] -s9qJ7ATP7w$_$0 resumed: objective=1.260284, uncertainty=0.3645 (0.00s)
2026-09-23 14:18:42,795 | INFO | MainThread | [74/100] -s9qJ7ATP7w$_$1 resumed: objective=1.190187, uncertainty=0.3230 (0.00s)
2026-09-23 14:18:42,796 | INFO | MainThread | [75/100] -s9qJ7ATP7w$_$4 resumed: objective=1.529808, uncertainty=0.3399 (0.00s)
2026-09-23 14:18:42,797 | INFO | MainThread | [76/100] -s9qJ7ATP7w$_$5 resumed: objective=1.190845, uncertainty=0.2793 (0.00s)
2026-09-23 14:18:42,797 | INFO | MainThread | [77/100] -s9qJ7ATP7w$_$6 resumed: objective=1.029192, uncertainty=0.3704 (0.00s)
2026-09-23 14:18:42,798 | INFO | MainThread | [78/100] -s9qJ7ATP7w$_$7 resumed: objective=1.344897, uncertainty=0.3756 (0.00s)
2026-09-23 14:18:42,798 | INFO | MainThread | [79/100] -s9qJ7ATP7w$_$8 resumed: objective=1.339681, uncertainty=0.4262 (0.00s)
2026-09-23 14:18:42,799 | INFO | MainThread | [80/100] -t217m2on-s$_$2 resumed: objective=1.463945, uncertainty=0.2813 (0.00s)
2026-09-23 14:18:42,800 | INFO | MainThread | [81/100] -t217m2on-s$_$7 resumed: objective=1.541977, uncertainty=0.2514 (0.00s)
2026-09-23 14:18:42,800 | INFO | MainThread | [82/100] -tANM6ETl_M$_$3 resumed: objective=2.120203, uncertainty=0.3471 (0.00s)
2026-09-23 14:18:42,801 | INFO | MainThread | [83/100] -tPCytz4rww$_$10 resumed: objective=1.272726, uncertainty=0.3388 (0.00s)
2026-09-23 14:18:42,802 | INFO | MainThread | [84/100] -tPCytz4rww$_$11 resumed: objective=1.405651, uncertainty=0.3533 (0.00s)
2026-09-23 14:18:42,802 | INFO | MainThread | [85/100] -tPCytz4rww$_$12 resumed: objective=1.363084, uncertainty=0.2767 (0.00s)
2026-09-23 14:18:42,803 | INFO | MainThread | [86/100] -tPCytz4rww$_$16 resumed: objective=1.341685, uncertainty=0.3024 (0.00s)
2026-09-23 14:18:42,804 | INFO | MainThread | [87/100] -tPCytz4rww$_$18 resumed: objective=1.628533, uncertainty=0.3142 (0.00s)
2026-09-23 14:18:42,805 | INFO | MainThread | [88/100] -uywlfIYOS8$_$4 resumed: objective=1.425475, uncertainty=0.3283 (0.00s)
2026-09-23 14:18:42,805 | INFO | MainThread | [89/100] -vxjVxOeScU$_$4 resumed: objective=1.814219, uncertainty=0.3163 (0.00s)
2026-09-23 14:18:42,806 | INFO | MainThread | [90/100] -wMB_hJL-3o$_$7 resumed: objective=1.511372, uncertainty=0.3255 (0.00s)
2026-09-23 14:18:42,806 | INFO | MainThread | [91/100] -wny0OAz3g8$_$0 resumed: objective=1.589420, uncertainty=0.3922 (0.00s)
2026-09-23 14:18:42,807 | INFO | MainThread | [92/100] -wny0OAz3g8$_$1 resumed: objective=1.959845, uncertainty=0.3572 (0.00s)
2026-09-23 14:18:42,808 | INFO | MainThread | [93/100] -wny0OAz3g8$_$2 resumed: objective=1.165498, uncertainty=0.3577 (0.00s)
2026-09-23 14:18:42,809 | INFO | MainThread | [94/100] -wny0OAz3g8$_$3 resumed: objective=1.791442, uncertainty=0.3559 (0.00s)
2026-09-23 14:18:42,809 | INFO | MainThread | [95/100] -wny0OAz3g8$_$5 resumed: objective=1.472339, uncertainty=0.3494 (0.00s)
2026-09-23 14:18:42,810 | INFO | MainThread | [96/100] -wny0OAz3g8$_$7 resumed: objective=1.761961, uncertainty=0.3405 (0.00s)
2026-09-23 14:18:42,811 | INFO | MainThread | [97/100] -wny0OAz3g8$_$9 resumed: objective=1.756141, uncertainty=0.3680 (0.00s)
2026-09-23 14:18:42,812 | INFO | MainThread | [98/100] -yRb-Jum7EQ$_$1 resumed: objective=1.350859, uncertainty=0.2393 (0.00s)
2026-09-23 14:18:42,813 | INFO | MainThread | [99/100] -yRb-Jum7EQ$_$5 resumed: objective=1.160087, uncertainty=0.2350 (0.00s)
2026-09-23 14:18:42,813 | INFO | MainThread | [100/100] -yRb-Jum7EQ$_$6 resumed: objective=1.478261, uncertainty=0.2363 (0.00s)
2026-09-23 14:18:42,971 | INFO | MainThread | 步骤4/4 结果输出与可视化
2026-09-23 15:29:12,226 | INFO | MainThread | 步骤1/4 数据输入与特征提取
2026-09-23 15:29:12,241 | INFO | MainThread | 特征提取开始: 样本=3, workers=2, overwrite=True
2026-09-23 15:29:46,627 | ERROR | MainThread | [1/3] -3g5yACwYnA$_$13 失败: ImportError: 
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.

2026-09-23 15:29:49,823 | ERROR | MainThread | [2/3] -3g5yACwYnA$_$2 失败: ImportError: 
 requires the protobuf library but it was not found in your environment. Check out the instructions on the
installation page of its repo: https://github.com/protocolbuffers/protobuf/tree/master/python#installation and follow the ones
that match your environment. Please note that you may need to restart your runtime after installation.

