2026-09-23 14:07:37,220 | INFO | MainThread | 模型求解开始: 样本=1, alignment_workers=2, overwrite=True
2026-09-23 14:15:41,180 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 2/8: objective=1.855248, delta=0.006939
2026-09-23 14:15:41,221 | INFO | p1-align_1 | -UUCSKoHeMA$_$0 对齐迭代 3/8: objective=1.647766, delta=0.000098
2026-09-23 14:15:41,237 | INFO | MainThread | [31/100] -UUCSKoHeMA$_$0 completed: objective=1.647766, uncertainty=0.2995 (0.35s)
2026-09-23 14:15:41,297 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 3/8: objective=1.855452, delta=0.000143
2026-09-23 14:15:41,331 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 1/8: objective=1.762957, delta=0.149314
2026-09-23 14:15:41,371 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 2/8: objective=1.692400, delta=0.005256
2026-09-23 14:15:41,392 | INFO | p1-align_0 | -UacrmKiTn4$_$10 对齐迭代 4/8: objective=1.855463, delta=0.000009
2026-09-23 14:15:41,406 | INFO | MainThread | [32/100] -UacrmKiTn4$_$10 completed: objective=1.855463, uncertainty=0.3087 (0.44s)
2026-09-23 14:15:41,424 | INFO | p1-align_1 | -UacrmKiTn4$_$4 对齐迭代 3/8: objective=1.692649, delta=0.000079
2026-09-23 14:15:41,462 | INFO | MainThread | [33/100] -UacrmKiTn4$_$4 completed: objective=1.692649, uncertainty=0.3378 (0.23s)
2026-09-23 14:15:41,565 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 1/8: objective=1.583976, delta=0.145933
2026-09-23 14:15:41,614 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 2/8: objective=1.530675, delta=0.000971
2026-09-23 14:15:41,664 | INFO | p1-align_0 | -UuX1xuaiiE$_$0 对齐迭代 3/8: objective=1.530583, delta=0.000015
2026-09-23 14:15:41,670 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 1/8: objective=1.517651, delta=0.119013
2026-09-23 14:15:41,675 | INFO | MainThread | [34/100] -UuX1xuaiiE$_$0 completed: objective=1.530583, uncertainty=0.3529 (0.27s)
2026-09-23 14:15:41,757 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 1/8: objective=1.365346, delta=0.104411
2026-09-23 14:15:41,803 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 2/8: objective=1.324659, delta=0.000254
2026-09-23 14:15:41,817 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 2/8: objective=1.459763, delta=0.002700
2026-09-23 14:15:41,856 | INFO | p1-align_0 | -UuX1xuaiiE$_$3 对齐迭代 3/8: objective=1.324657, delta=0.000004
2026-09-23 14:15:41,867 | INFO | MainThread | [35/100] -UuX1xuaiiE$_$3 completed: objective=1.324657, uncertainty=0.3319 (0.19s)
2026-09-23 14:15:41,976 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 3/8: objective=1.459695, delta=0.000154
2026-09-23 14:15:42,005 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 1/8: objective=1.197349, delta=0.095635
2026-09-23 14:15:42,069 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 2/8: objective=1.159549, delta=0.001801
2026-09-23 14:15:42,089 | INFO | p1-align_1 | -UuX1xuaiiE$_$1 对齐迭代 4/8: objective=1.459695, delta=0.000010
2026-09-23 14:15:42,104 | INFO | MainThread | [36/100] -UuX1xuaiiE$_$1 completed: objective=1.459695, uncertainty=0.3027 (0.64s)
2026-09-23 14:15:42,290 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 3/8: objective=1.159352, delta=0.000122
2026-09-23 14:15:42,349 | INFO | p1-align_0 | -UuX1xuaiiE$_$6 对齐迭代 4/8: objective=1.159342, delta=0.000010
2026-09-23 14:15:42,362 | INFO | MainThread | [37/100] -UuX1xuaiiE$_$6 completed: objective=1.159342, uncertainty=0.3057 (0.49s)
2026-09-23 14:15:42,485 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 1/8: objective=1.871576, delta=0.139491
2026-09-23 14:15:42,499 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 1/8: objective=1.667407, delta=0.105473
2026-09-23 14:15:42,564 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 2/8: objective=1.623971, delta=0.001903
2026-09-23 14:15:42,632 | INFO | p1-align_0 | -aNfi7CP8vM$_$7 对齐迭代 3/8: objective=1.623862, delta=0.000088
2026-09-23 14:15:42,643 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 2/8: objective=1.806683, delta=0.003862
2026-09-23 14:15:42,647 | INFO | MainThread | [38/100] -aNfi7CP8vM$_$7 completed: objective=1.623862, uncertainty=0.2921 (0.29s)
2026-09-23 14:15:42,799 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 1/8: objective=1.244393, delta=0.110771
2026-09-23 14:15:42,867 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 3/8: objective=1.806781, delta=0.000350
2026-09-23 14:15:42,874 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 2/8: objective=1.222220, delta=0.001832
2026-09-23 14:15:42,942 | INFO | p1-align_0 | -aqamKhZ1Ec$_$0 对齐迭代 3/8: objective=1.222146, delta=0.000062
2026-09-23 14:15:42,956 | INFO | MainThread | [39/100] -aqamKhZ1Ec$_$0 completed: objective=1.222146, uncertainty=0.2315 (0.31s)
2026-09-23 14:15:43,147 | INFO | p1-align_1 | -a55Q6RWvTA$_$3 对齐迭代 4/8: objective=1.806786, delta=0.000040
2026-09-23 14:15:43,169 | INFO | MainThread | [40/100] -a55Q6RWvTA$_$3 completed: objective=1.806786, uncertainty=0.2706 (1.06s)
2026-09-23 14:15:43,345 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 1/8: objective=1.527314, delta=0.120842
2026-09-23 14:15:43,386 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 1/8: objective=1.606940, delta=0.121214
2026-09-23 14:15:43,470 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 2/8: objective=1.479446, delta=0.004756
2026-09-23 14:15:43,485 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 2/8: objective=1.560498, delta=0.002673
2026-09-23 14:15:43,586 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 3/8: objective=1.560429, delta=0.000139
2026-09-23 14:15:43,595 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 3/8: objective=1.479760, delta=0.000416
2026-09-23 14:15:43,695 | INFO | p1-align_1 | -dxfTGcXJoc$_$1 对齐迭代 4/8: objective=1.560425, delta=0.000010
2026-09-23 14:15:43,712 | INFO | MainThread | [41/100] -dxfTGcXJoc$_$1 completed: objective=1.560425, uncertainty=0.2623 (0.54s)
2026-09-23 14:15:43,829 | INFO | p1-align_0 | -dxfTGcXJoc$_$0 对齐迭代 4/8: objective=1.479792, delta=0.000044
2026-09-23 14:15:43,847 | INFO | MainThread | [42/100] -dxfTGcXJoc$_$0 completed: objective=1.479792, uncertainty=0.2397 (0.89s)
2026-09-23 14:15:44,015 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 1/8: objective=1.691893, delta=0.126744
2026-09-23 14:15:44,023 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 1/8: objective=1.923448, delta=0.122876
2026-09-23 14:15:44,113 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 2/8: objective=1.864333, delta=0.004374
2026-09-23 14:15:44,127 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 2/8: objective=1.629554, delta=0.004978
2026-09-23 14:15:44,209 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 3/8: objective=1.864156, delta=0.000323
2026-09-23 14:15:44,247 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 3/8: objective=1.629068, delta=0.000392
2026-09-23 14:15:44,309 | INFO | p1-align_0 | -dxfTGcXJoc$_$6 对齐迭代 4/8: objective=1.864139, delta=0.000028
2026-09-23 14:15:44,325 | INFO | MainThread | [43/100] -dxfTGcXJoc$_$6 completed: objective=1.864139, uncertainty=0.2812 (0.48s)
2026-09-23 14:15:44,430 | INFO | p1-align_1 | -dxfTGcXJoc$_$2 对齐迭代 4/8: objective=1.629032, delta=0.000035
2026-09-23 14:15:44,446 | INFO | MainThread | [44/100] -dxfTGcXJoc$_$2 completed: objective=1.629032, uncertainty=0.2611 (0.73s)
2026-09-23 14:15:44,519 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 1/8: objective=1.415592, delta=0.110253
2026-09-23 14:15:44,548 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 1/8: objective=1.604560, delta=0.125561
2026-09-23 14:15:44,596 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 2/8: objective=1.566759, delta=0.000507
2026-09-23 14:15:44,629 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 2/8: objective=1.376327, delta=0.001728
2026-09-23 14:15:44,656 | INFO | p1-align_1 | -egA8-b7-3M$_$13 对齐迭代 3/8: objective=1.566805, delta=0.000007
2026-09-23 14:15:44,669 | INFO | MainThread | [45/100] -egA8-b7-3M$_$13 completed: objective=1.566805, uncertainty=0.3538 (0.22s)
2026-09-23 14:15:44,769 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 1/8: objective=1.519668, delta=0.116749
2026-09-23 14:15:44,780 | INFO | p1-align_0 | -egA8-b7-3M$_$1 对齐迭代 3/8: objective=1.376317, delta=0.000067
2026-09-23 14:15:44,793 | INFO | MainThread | [46/100] -egA8-b7-3M$_$1 completed: objective=1.376317, uncertainty=0.2714 (0.47s)
2026-09-23 14:15:44,880 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 2/8: objective=1.490029, delta=0.001628
2026-09-23 14:15:44,928 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 1/8: objective=1.409133, delta=0.109874
2026-09-23 14:15:44,955 | INFO | p1-align_1 | -egA8-b7-3M$_$16 对齐迭代 3/8: objective=1.489792, delta=0.000067
2026-09-23 14:15:44,966 | INFO | MainThread | [47/100] -egA8-b7-3M$_$16 completed: objective=1.489792, uncertainty=0.2957 (0.30s)
2026-09-23 14:15:45,063 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 2/8: objective=1.366279, delta=0.007427
2026-09-23 14:15:45,106 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 1/8: objective=1.394183, delta=0.128121
2026-09-23 14:15:45,142 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 3/8: objective=1.366298, delta=0.000608
2026-09-23 14:15:45,188 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 2/8: objective=1.343710, delta=0.003742
2026-09-23 14:15:45,219 | INFO | p1-align_0 | -egA8-b7-3M$_$17 对齐迭代 4/8: objective=1.366317, delta=0.000053
2026-09-23 14:15:45,232 | INFO | MainThread | [48/100] -egA8-b7-3M$_$17 completed: objective=1.366317, uncertainty=0.3031 (0.44s)
2026-09-23 14:15:45,319 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 3/8: objective=1.343741, delta=0.000354
2026-09-23 14:15:45,365 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 1/8: objective=1.553522, delta=0.127667
2026-09-23 14:15:45,404 | INFO | p1-align_1 | -egA8-b7-3M$_$18 对齐迭代 4/8: objective=1.343742, delta=0.000041
2026-09-23 14:15:45,416 | INFO | MainThread | [49/100] -egA8-b7-3M$_$18 completed: objective=1.343742, uncertainty=0.2983 (0.45s)
2026-09-23 14:15:45,488 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 2/8: objective=1.489257, delta=0.003776
2026-09-23 14:15:45,527 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 1/8: objective=1.906475, delta=0.120297
2026-09-23 14:15:45,571 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 3/8: objective=1.489251, delta=0.000294
2026-09-23 14:15:45,591 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 2/8: objective=1.843892, delta=0.001941
2026-09-23 14:15:45,642 | INFO | p1-align_0 | -egA8-b7-3M$_$20 对齐迭代 4/8: objective=1.489256, delta=0.000026
2026-09-23 14:15:45,663 | INFO | p1-align_1 | -egA8-b7-3M$_$26 对齐迭代 3/8: objective=1.843971, delta=0.000100
2026-09-23 14:15:45,665 | INFO | MainThread | [50/100] -egA8-b7-3M$_$20 completed: objective=1.489256, uncertainty=0.3224 (0.43s)
2026-09-23 14:15:45,678 | INFO | MainThread | [51/100] -egA8-b7-3M$_$26 completed: objective=1.843971, uncertainty=0.3269 (0.26s)
2026-09-23 14:15:45,807 | INFO | p1-align_1 | -egA8-b7-3M$_$9 对齐迭代 1/8: objective=1.614061, delta=0.104387
2026-09-23 14:15:45,827 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 1/8: objective=1.379953, delta=0.115685
2026-09-23 14:15:45,871 | INFO | p1-align_1 | -egA8-b7-3M$_$9 对齐迭代 2/8: objective=1.588396, delta=0.000634
2026-09-23 14:15:45,897 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 2/8: objective=1.348568, delta=0.001159
2026-09-23 14:15:45,934 | INFO | p1-align_1 | -egA8-b7-3M$_$9 对齐迭代 3/8: objective=1.588355, delta=0.000014
2026-09-23 14:15:45,950 | INFO | MainThread | [52/100] -egA8-b7-3M$_$9 completed: objective=1.588355, uncertainty=0.3017 (0.27s)
2026-09-23 14:15:46,014 | INFO | p1-align_0 | -egA8-b7-3M$_$6 对齐迭代 3/8: objective=1.348667, delta=0.000052
2026-09-23 14:15:46,026 | INFO | MainThread | [53/100] -egA8-b7-3M$_$6 completed: objective=1.348667, uncertainty=0.2980 (0.36s)
2026-09-23 14:15:46,116 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 1/8: objective=1.413768, delta=0.096821
2026-09-23 14:15:46,164 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 1/8: objective=1.569197, delta=0.137248
2026-09-23 14:15:46,184 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 2/8: objective=1.386260, delta=0.001192
2026-09-23 14:15:46,239 | INFO | p1-align_1 | -hnBHBN8p5A$_$6 对齐迭代 3/8: objective=1.386268, delta=0.000064
2026-09-23 14:15:46,251 | INFO | MainThread | [54/100] -hnBHBN8p5A$_$6 completed: objective=1.386268, uncertainty=0.3110 (0.30s)
2026-09-23 14:15:46,255 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 2/8: objective=1.495574, delta=0.002487
2026-09-23 14:15:46,357 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 1/8: objective=1.892342, delta=0.132666
2026-09-23 14:15:46,377 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 3/8: objective=1.495556, delta=0.000150
2026-09-23 14:15:46,425 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 2/8: objective=1.833490, delta=0.001264
2026-09-23 14:15:46,469 | INFO | p1-align_0 | -hnBHBN8p5A$_$7 对齐迭代 4/8: objective=1.495558, delta=0.000013
2026-09-23 14:15:46,489 | INFO | p1-align_1 | -iRBcNs9oI8$_$3 对齐迭代 3/8: objective=1.833690, delta=0.000031
2026-09-23 14:15:46,492 | INFO | MainThread | [55/100] -hnBHBN8p5A$_$7 completed: objective=1.495558, uncertainty=0.3164 (0.47s)
2026-09-23 14:15:46,504 | INFO | MainThread | [56/100] -iRBcNs9oI8$_$3 completed: objective=1.833690, uncertainty=0.3031 (0.25s)
2026-09-23 14:15:46,591 | INFO | p1-align_0 | -iRBcNs9oI8$_$6 对齐迭代 1/8: objective=1.673809, delta=0.116090
2026-09-23 14:15:46,627 | INFO | p1-align_1 | -iRBcNs9oI8$_$7 对齐迭代 1/8: objective=1.800864, delta=0.139765
2026-09-23 14:15:46,644 | INFO | p1-align_0 | -iRBcNs9oI8$_$6 对齐迭代 2/8: objective=1.644343, delta=0.000491
2026-09-23 14:15:46,681 | INFO | p1-align_0 | -iRBcNs9oI8$_$6 对齐迭代 3/8: objective=1.644437, delta=0.000006
2026-09-23 14:15:46,692 | INFO | p1-align_1 | -iRBcNs9oI8$_$7 对齐迭代 2/8: objective=1.750425, delta=0.011085
2026-09-23 14:15:46,705 | INFO | MainThread | [57/100] -iRBcNs9oI8$_$6 completed: objective=1.644437, uncertainty=0.3623 (0.21s)
2026-09-23 14:15:46,800 | INFO | p1-align_1 | -iRBcNs9oI8$_$7 对齐迭代 3/8: objective=1.750159, delta=0.000726
2026-09-23 14:15:46,848 | INFO | p1-align_1 | -iRBcNs9oI8$_$7 对齐迭代 4/8: objective=1.750154, delta=0.000045
2026-09-23 14:15:46,857 | INFO | p1-align_0 | -iRBcNs9oI8$_$8 对齐迭代 1/8: objective=1.556786, delta=0.121034
2026-09-23 14:15:46,868 | INFO | MainThread | [58/100] -iRBcNs9oI8$_$7 completed: objective=1.750154, uncertainty=0.3730 (0.36s)
2026-09-23 14:15:46,943 | INFO | p1-align_1 | -iRBcNs9oI8$_$9 对齐迭代 1/8: objective=1.569225, delta=0.106220
2026-09-23 14:15:46,973 | INFO | p1-align_0 | -iRBcNs9oI8$_$8 对齐迭代 2/8: objective=1.513255, delta=0.002026
2026-09-23 14:15:46,996 | INFO | p1-align_1 | -iRBcNs9oI8$_$9 对齐迭代 2/8: objective=1.563659, delta=0.000752
2026-09-23 14:15:47,039 | INFO | p1-align_1 | -iRBcNs9oI8$_$9 对齐迭代 3/8: objective=1.563879, delta=0.000032
2026-09-23 14:15:47,051 | INFO | MainThread | [59/100] -iRBcNs9oI8$_$9 completed: objective=1.563879, uncertainty=0.3225 (0.18s)
2026-09-23 14:15:47,120 | INFO | p1-align_0 | -iRBcNs9oI8$_$8 对齐迭代 3/8: objective=1.513153, delta=0.000091
2026-09-23 14:15:47,133 | INFO | MainThread | [60/100] -iRBcNs9oI8$_$8 completed: objective=1.513153, uncertainty=0.3171 (0.43s)
2026-09-23 14:15:47,283 | INFO | p1-align_1 | -lzEya4AM_4$_$5 对齐迭代 1/8: objective=1.369944, delta=0.139604
2026-09-23 14:15:47,354 | INFO | p1-align_0 | -lzEya4AM_4$_$6 对齐迭代 1/8: objective=1.412137, delta=0.107325
2026-09-23 14:15:47,356 | INFO | p1-align_1 | -lzEya4AM_4$_$5 对齐迭代 2/8: objective=1.305607, delta=0.004503
2026-09-23 14:15:47,422 | INFO | p1-align_1 | -lzEya4AM_4$_$5 对齐迭代 3/8: objective=1.306192, delta=0.000110
2026-09-23 14:15:47,476 | INFO | p1-align_0 | -lzEya4AM_4$_$6 对齐迭代 2/8: objective=1.380837, delta=0.002149
2026-09-23 14:15:47,499 | INFO | p1-align_1 | -lzEya4AM_4$_$5 对齐迭代 4/8: objective=1.306204, delta=0.000003
2026-09-23 14:15:47,513 | INFO | MainThread | [61/100] -lzEya4AM_4$_$5 completed: objective=1.306204, uncertainty=0.3008 (0.46s)
2026-09-23 14:15:47,609 | INFO | p1-align_1 | -mJ2ud6oKI8$_$1 对齐迭代 1/8: objective=1.208586, delta=0.074217
2026-09-23 14:15:47,649 | INFO | p1-align_0 | -lzEya4AM_4$_$6 对齐迭代 3/8: objective=1.380850, delta=0.000131
2026-09-23 14:15:47,667 | INFO | p1-align_1 | -mJ2ud6oKI8$_$1 对齐迭代 2/8: objective=1.197970, delta=0.000957
2026-09-23 14:15:47,725 | INFO | p1-align_1 | -mJ2ud6oKI8$_$1 对齐迭代 3/8: objective=1.197877, delta=0.000070
2026-09-23 14:15:47,738 | INFO | MainThread | [62/100] -mJ2ud6oKI8$_$1 completed: objective=1.197877, uncertainty=0.2636 (0.22s)
2026-09-23 14:15:47,820 | INFO | p1-align_1 | -mJ2ud6oKI8$_$2 对齐迭代 1/8: objective=0.960192, delta=0.075114
2026-09-23 14:15:47,848 | INFO | p1-align_0 | -lzEya4AM_4$_$6 对齐迭代 4/8: objective=1.380847, delta=0.000010
2026-09-23 14:15:47,857 | INFO | p1-align_1 | -mJ2ud6oKI8$_$2 对齐迭代 2/8: objective=0.938512, delta=0.000915
2026-09-23 14:15:47,878 | INFO | MainThread | [63/100] -lzEya4AM_4$_$6 completed: objective=1.380847, uncertainty=0.2715 (0.75s)
2026-09-23 14:15:47,915 | INFO | p1-align_1 | -mJ2ud6oKI8$_$2 对齐迭代 3/8: objective=0.938523, delta=0.000033
2026-09-23 14:15:47,927 | INFO | MainThread | [64/100] -mJ2ud6oKI8$_$2 completed: objective=0.938523, uncertainty=0.2542 (0.19s)
2026-09-23 14:15:47,947 | INFO | p1-align_0 | -mJ2ud6oKI8$_$6 对齐迭代 1/8: objective=1.289526, delta=0.118757
2026-09-23 14:15:48,005 | INFO | p1-align_0 | -mJ2ud6oKI8$_$6 对齐迭代 2/8: objective=1.235290, delta=0.001221
2026-09-23 14:15:48,032 | INFO | p1-align_1 | -mJ2ud6oKI8$_$8 对齐迭代 1/8: objective=1.835166, delta=0.104728
2026-09-23 14:15:48,046 | INFO | p1-align_0 | -mJ2ud6oKI8$_$6 对齐迭代 3/8: objective=1.235258, delta=0.000027
2026-09-23 14:15:48,057 | INFO | MainThread | [65/100] -mJ2ud6oKI8$_$6 completed: objective=1.235258, uncertainty=0.3735 (0.18s)
2026-09-23 14:15:48,142 | INFO | p1-align_1 | -mJ2ud6oKI8$_$8 对齐迭代 2/8: objective=1.771257, delta=0.001167
2026-09-23 14:15:48,189 | INFO | p1-align_1 | -mJ2ud6oKI8$_$8 对齐迭代 3/8: objective=1.771167, delta=0.000033
2026-09-23 14:15:48,199 | INFO | p1-align_0 | -mJ2ud6oKI8$_$9 对齐迭代 1/8: objective=1.393333, delta=0.124455
2026-09-23 14:15:48,213 | INFO | MainThread | [66/100] -mJ2ud6oKI8$_$8 completed: objective=1.771167, uncertainty=0.3559 (0.29s)
2026-09-23 14:15:48,326 | INFO | p1-align_1 | -mqbVkbCndg$_$0 对齐迭代 1/8: objective=1.627567, delta=0.142291
2026-09-23 14:15:48,342 | INFO | p1-align_0 | -mJ2ud6oKI8$_$9 对齐迭代 2/8: objective=1.321151, delta=0.002556
2026-09-23 14:15:48,390 | INFO | p1-align_1 | -mqbVkbCndg$_$0 对齐迭代 2/8: objective=1.548109, delta=0.005473
2026-09-23 14:15:48,428 | INFO | p1-align_0 | -mJ2ud6oKI8$_$9 对齐迭代 3/8: objective=1.320913, delta=0.000148
2026-09-23 14:15:48,464 | INFO | p1-align_1 | -mqbVkbCndg$_$0 对齐迭代 3/8: objective=1.548285, delta=0.000507
2026-09-23 14:15:48,522 | INFO | p1-align_1 | -mqbVkbCndg$_$0 对齐迭代 4/8: objective=1.548305, delta=0.000046
2026-09-23 14:15:48,527 | INFO | p1-align_0 | -mJ2ud6oKI8$_$9 对齐迭代 4/8: objective=1.320906, delta=0.000010
2026-09-23 14:15:48,536 | INFO | MainThread | [67/100] -mqbVkbCndg$_$0 completed: objective=1.548305, uncertainty=0.3137 (0.32s)
2026-09-23 14:15:48,541 | INFO | MainThread | [68/100] -mJ2ud6oKI8$_$9 completed: objective=1.320906, uncertainty=0.3363 (0.48s)
2026-09-23 14:15:48,646 | INFO | p1-align_0 | -ri04Z7vwnc$_$0 对齐迭代 1/8: objective=1.306637, delta=0.101373
2026-09-23 14:15:48,665 | INFO | p1-align_1 | -qDkUB0GgYY$_$6 对齐迭代 1/8: objective=1.606487, delta=0.142393
2026-09-23 14:15:48,698 | INFO | p1-align_0 | -ri04Z7vwnc$_$0 对齐迭代 2/8: objective=1.274490, delta=0.000398
2026-09-23 14:15:48,727 | INFO | p1-align_1 | -qDkUB0GgYY$_$6 对齐迭代 2/8: objective=1.528072, delta=0.002688
2026-09-23 14:15:48,752 | INFO | p1-align_0 | -ri04Z7vwnc$_$0 对齐迭代 3/8: objective=1.274492, delta=0.000010
2026-09-23 14:15:48,763 | INFO | MainThread | [69/100] -ri04Z7vwnc$_$0 completed: objective=1.274492, uncertainty=0.4017 (0.22s)
2026-09-23 14:15:48,834 | INFO | p1-align_1 | -qDkUB0GgYY$_$6 对齐迭代 3/8: objective=1.527840, delta=0.000176
2026-09-23 14:15:48,884 | INFO | p1-align_0 | -ri04Z7vwnc$_$2 对齐迭代 1/8: objective=2.195309, delta=0.140392
2026-09-23 14:15:48,905 | INFO | p1-align_1 | -qDkUB0GgYY$_$6 对齐迭代 4/8: objective=1.527828, delta=0.000018
2026-09-23 14:15:48,917 | INFO | MainThread | [70/100] -qDkUB0GgYY$_$6 completed: objective=1.527828, uncertainty=0.3792 (0.38s)
2026-09-23 14:15:48,985 | INFO | p1-align_0 | -ri04Z7vwnc$_$2 对齐迭代 2/8: objective=2.111213, delta=0.002791
2026-09-23 14:15:49,014 | INFO | p1-align_1 | -ri04Z7vwnc$_$5 对齐迭代 1/8: objective=1.034367, delta=0.100253
2026-09-23 14:15:49,051 | INFO | p1-align_0 | -ri04Z7vwnc$_$2 对齐迭代 3/8: objective=2.110747, delta=0.000177
2026-09-23 14:15:49,077 | INFO | p1-align_1 | -ri04Z7vwnc$_$5 对齐迭代 2/8: objective=0.985662, delta=0.000806
2026-09-23 14:15:49,120 | INFO | p1-align_0 | -ri04Z7vwnc$_$2 对齐迭代 4/8: objective=2.110723, delta=0.000013
2026-09-23 14:15:49,133 | INFO | p1-align_1 | -ri04Z7vwnc$_$5 对齐迭代 3/8: objective=0.985590, delta=0.000010
2026-09-23 14:15:49,142 | INFO | MainThread | [71/100] -ri04Z7vwnc$_$2 completed: objective=2.110723, uncertainty=0.3719 (0.38s)
2026-09-23 14:15:49,144 | INFO | MainThread | [72/100] -ri04Z7vwnc$_$5 completed: objective=0.985590, uncertainty=0.3281 (0.23s)
2026-09-23 14:15:49,285 | INFO | p1-align_1 | -s9qJ7ATP7w$_$1 对齐迭代 1/8: objective=1.228254, delta=0.112681
2026-09-23 14:15:49,320 | INFO | p1-align_0 | -s9qJ7ATP7w$_$0 对齐迭代 1/8: objective=1.340264, delta=0.149912
2026-09-23 14:15:49,349 | INFO | p1-align_1 | -s9qJ7ATP7w$_$1 对齐迭代 2/8: objective=1.190679, delta=0.004030
2026-09-23 14:15:49,400 | INFO | p1-align_1 | -s9qJ7ATP7w$_$1 对齐迭代 3/8: objective=1.190206, delta=0.000309
2026-09-23 14:15:49,423 | INFO | p1-align_0 | -s9qJ7ATP7w$_$0 对齐迭代 2/8: objective=1.260906, delta=0.005373
2026-09-23 14:15:49,463 | INFO | p1-align_1 | -s9qJ7ATP7w$_$1 对齐迭代 4/8: objective=1.190187, delta=0.000025
2026-09-23 14:15:49,475 | INFO | MainThread | [73/100] -s9qJ7ATP7w$_$1 completed: objective=1.190187, uncertainty=0.3230 (0.33s)
2026-09-23 14:15:49,554 | INFO | p1-align_0 | -s9qJ7ATP7w$_$0 对齐迭代 3/8: objective=1.260308, delta=0.000272
2026-09-23 14:15:49,589 | INFO | p1-align_1 | -s9qJ7ATP7w$_$4 对齐迭代 1/8: objective=1.579122, delta=0.113286
2026-09-23 14:15:49,646 | INFO | p1-align_1 | -s9qJ7ATP7w$_$4 对齐迭代 2/8: objective=1.529787, delta=0.001734
